Immobilienart	Region	Zeitabschnitt	Anzahl Mittel aus 10Jahresscheiben	Index final(Basis: 2010_1 = 100)
gebrauchte Eigenheime	4203	2019_1	#DIV/0!	
gebrauchte Eigenheime	4203	2019_2	#DIV/0!	
gebrauchte Eigenheime	4203	2019_3	#DIV/0!	
gebrauchte Eigenheime	4203	2019_4	#DIV/0!	
gebrauchte Eigenheime	4203	2020_1	#DIV/0!	
gebrauchte Eigenheime	4203	2020_2	#DIV/0!	
gebrauchte Eigenheime	4203	2020_3	#DIV/0!	
gebrauchte Eigenheime	4203	2020_4	#DIV/0!	
gebrauchte Eigenheime	4203	2021_1	#DIV/0!	
gebrauchte Eigenheime	4203	2021_2	#DIV/0!	
gebrauchte Eigenheime	4203	2021_3	#DIV/0!	
gebrauchte Eigenheime	4203	2021_4	#DIV/0!	
gebrauchte Eigenheime	4204	2000_1	8,0	
gebrauchte Eigenheime	4204	2000_2	13,0	118,31
gebrauchte Eigenheime	4204	2000_3	8,0	111,40
gebrauchte Eigenheime	4204	2000_4	20,0	107,37
gebrauchte Eigenheime	4204	2001_1	20,0	102,34
gebrauchte Eigenheime	4204	2001_2	11,0	100,07
gebrauchte Eigenheime	4204	2001_3	11,0	102,04
gebrauchte Eigenheime	4204	2001_4	13,0	98,80
gebrauchte Eigenheime	4204	2002_1	8,0	99,18
gebrauchte Eigenheime	4204	2002_2	31,0	103,69
gebrauchte Eigenheime	4204	2002_3	30,0	102,36
gebrauchte Eigenheime	4204	2002_4	38,0	99,20
gebrauchte Eigenheime	4204	2003_1	9,0	102,13
gebrauchte Eigenheime	4204	2003_2	20,0	110,92
gebrauchte Eigenheime	4204	2003_3	18,0	111,11
gebrauchte Eigenheime	4204	2003_4	29,0	108,19
gebrauchte Eigenheime	4204	2004_1	16,0	106,36
gebrauchte Eigenheime	4204	2004_2	23,0	105,54
gebrauchte Eigenheime	4204	2004_3	16,0	99,82
gebrauchte Eigenheime	4204	2004_4	33,0	94,56
gebrauchte Eigenheime	4204	2005_1	16,0	96,24
gebrauchte Eigenheime	4204	2005_2	18,0	104,52
gebrauchte Eigenheime	4204	2005_3	19,0	107,00
gebrauchte Eigenheime	4204	2005_4	41,0	106,41
gebrauchte Eigenheime	4204	2006_1	7,0	106,57
gebrauchte Eigenheime	4204	2006_2	22,0	101,86
gebrauchte Eigenheime	4204	2006_3	27,5	99,09
gebrauchte Eigenheime	4204	2006_4	33,0	99,50
gebrauchte Eigenheime	4204	2007_1	15,0	98,48
gebrauchte Eigenheime	4204	2007_2	36,0	96,21
gebrauchte Eigenheime	4204	2007_3	31,0	96,03
gebrauchte Eigenheime	4204	2007_4	32,0	95,98
gebrauchte Eigenheime	4204	2008_1	29,0	97,16
gebrauchte Eigenheime	4204	2008_2	33,5	100,81
gebrauchte Eigenheime	4204	2008_3	30,0	102,27
gebrauchte Eigenheime	4204	2008_4	21,5	99,52
gebrauchte Eigenheime	4204	2009_1	22,5	92,63
gebrauchte Eigenheime	4204	2009_2	30,5	89,67
gebrauchte Eigenheime	4204	2009_3	26,0	94,35
gebrauchte Eigenheime	4204	2009_4	28,0	98,18
gebrauchte Eigenheime	4204	2010_1	30,3	100,00
gebrauchte Eigenheime	4204	2010_2	37,3	103,58
gebrauchte Eigenheime	4204	2010_3	29,7	107,38
gebrauchte Eigenheime	4204	2010_4	38,0	110,79
gebrauchte Eigenheime	4204	2011_1	20,0	111,78
gebrauchte Eigenheime	4204	2011_2	44,0	111,31
gebrauchte Eigenheime	4204	2011_3	42,0	112,59
gebrauchte Eigenheime	4204	2011_4	45,0	114,64
gebrauchte Eigenheime	4204	2012_1	36,0	116,68
gebrauchte Eigenheime	4204	2012_2	49,5	120,87
gebrauchte Eigenheime	4204	2012_3	32,0	127,92
gebrauchte Eigenheime	4204	2012_4	31,0	132,42
gebrauchte Eigenheime	4204	2013_1	31,0	130,64
gebrauchte Eigenheime	4204	2013_2	44,0	129,55
gebrauchte Eigenheime	4204	2013_3	37,0	131,49
gebrauchte Eigenheime	4204	2013_4	50,0	135,64
gebrauchte Eigenheime	4204	2014_1	21,0	139,78
gebrauchte Eigenheime	4204	2014_2	33,0	142,83
gebrauchte Eigenheime	4204	2014_3	38,5	146,13
gebrauchte Eigenheime	4204	2014_4	31,0	150,58
gebrauchte Eigenheime	4204	2015_1	31,0	157,14
gebrauchte Eigenheime	4204	2015_2	37,0	161,70
gebrauchte Eigenheime	4204	2015_3	34,0	161,97
gebrauchte Eigenheime	4204	2015_4	35,0	162,73
gebrauchte Eigenheime	4204	2016_1	41,0	164,17
gebrauchte Eigenheime	4204	2016_2	51,0	167,41
gebrauchte Eigenheime	4204	2016_3	52,0	172,35
gebrauchte Eigenheime	4204	2016_4	63,0	172,23
gebrauchte Eigenheime	4204	2017_1	52,0	168,79
gebrauchte Eigenheime	4204	2017_2	63,0	175,81
gebrauchte Eigenheime	4204	2017_3	46,0	174,13
gebrauchte Eigenheime	4204	2017_4	59,0	175,71
gebrauchte Eigenheime	4204	2018_1	59,0	171,84
gebrauchte Eigenheime	4204	2018_2	64,0	174,85
gebrauchte Eigenheime	4204	2018_3	52,0	
gebrauchte Eigenheime	4204	2018_4	#DIV/0!	
gebrauchte Eigenheime	4204	2019_1	#DIV/0!	
gebrauchte Eigenheime	4204	2019_2	#DIV/0!	
gebrauchte Eigenheime	4204	2019_3	#DIV/0!	
gebrauchte Eigenheime	4204	2019_4	#DIV/0!	
gebrauchte Eigenheime	4204	2020_1	#DIV/0!	
gebrauchte Eigenheime	4204	2020_2	#DIV/0!	
gebrauchte Eigenheime	4204	2020_3	#DIV/0!	
gebrauchte Eigenheime	4204	2020_4	#DIV/0!	
gebrauchte Eigenheime	4204	2021_1	#DIV/0!	
gebrauchte Eigenheime	4204	2021_2	#DIV/0!	
gebrauchte Eigenheime	4204	2021_3	#DIV/0!	
gebrauchte Eigenheime	4204	2021_4	#DIV/0!	
gebrauchte Eigenheime	4205	2000_1	48,0	
gebrauchte Eigenheime	4205	2000_2	63,0	109,39
gebrauchte Eigenheime	4205	2000_3	64,0	107,26
gebrauchte Eigenheime	4205	2000_4	48,0	106,78
gebrauchte Eigenheime	4205	2001_1	61,0	107,08
gebrauchte Eigenheime	4205	2001_2	61,0	106,10
gebrauchte Eigenheime	4205	2001_3	52,0	105,64
gebrauchte Eigenheime	4205	2001_4	58,0	105,32
gebrauchte Eigenheime	4205	2002_1	46,0	106,42
gebrauchte Eigenheime	4205	2002_2	72,0	107,25
gebrauchte Eigenheime	4205	2002_3	65,0	105,65
gebrauchte Eigenheime	4205	2002_4	80,0	104,56
gebrauchte Eigenheime	4205	2003_1	43,0	103,75
gebrauchte Eigenheime	4205	2003_2	65,0	100,87
gebrauchte Eigenheime	4205	2003_3	86,0	99,65
gebrauchte Eigenheime	4205	2003_4	106,0	100,37
gebrauchte Eigenheime	4205	2004_1	50,0	102,53
gebrauchte Eigenheime	4205	2004_2	50,0	103,16
gebrauchte Eigenheime	4205	2004_3	67,0	101,01
gebrauchte Eigenheime	4205	2004_4	85,0	100,14
gebrauchte Eigenheime	4205	2005_1	41,5	101,65
gebrauchte Eigenheime	4205	2005_2	59,0	103,47
gebrauchte Eigenheime	4205	2005_3	68,0	102,60
gebrauchte Eigenheime	4205	2005_4	87,5	103,34
gebrauchte Eigenheime	4205	2006_1	20,0	105,59
gebrauchte Eigenheime	4205	2006_2	37,5	105,48
gebrauchte Eigenheime	4205	2006_3	13,5	102,33
gebrauchte Eigenheime	4205	2006_4	50,5	98,71
gebrauchte Eigenheime	4205	2007_1	46,5	97,26
gebrauchte Eigenheime	4205	2007_2	58,5	98,64
gebrauchte Eigenheime	4205	2007_3	72,5	99,30
gebrauchte Eigenheime	4205	2007_4	77,0	98,48
gebrauchte Eigenheime	4205	2008_1	47,5	100,49
gebrauchte Eigenheime	4205	2008_2	67,0	101,95
gebrauchte Eigenheime	4205	2008_3	25,5	96,17
gebrauchte Eigenheime	4205	2008_4	66,0	91,27
gebrauchte Eigenheime	4205	2009_1	40,5	94,67
gebrauchte Eigenheime	4205	2009_2	71,5	101,62
gebrauchte Eigenheime	4205	2009_3	56,0	103,25
gebrauchte Eigenheime	4205	2009_4	69,0	99,80
gebrauchte Eigenheime	4205	2010_1	54,7	100,00
gebrauchte Eigenheime	4205	2010_2	83,3	103,85
gebrauchte Eigenheime	4205	2010_3	79,0	105,13
gebrauchte Eigenheime	4205	2010_4	102,3	105,52
gebrauchte Eigenheime	4205	2011_1	79,0	106,69
gebrauchte Eigenheime	4205	2011_2	53,5	108,63
gebrauchte Eigenheime	4205	2011_3	39,5	108,31
gebrauchte Eigenheime	4205	2011_4	61,0	105,75
gebrauchte Eigenheime	4205	2012_1	18,0	107,88
gebrauchte Eigenheime	4205	2012_2	59,0	113,02
gebrauchte Eigenheime	4205	2012_3	38,0	116,79
gebrauchte Eigenheime	4205	2012_4	21,0	121,80
gebrauchte Eigenheime	4205	2013_1	49,0	124,27
gebrauchte Eigenheime	4205	2013_2	21,0	124,72
gebrauchte Eigenheime	4205	2013_3	34,5	124,01
gebrauchte Eigenheime	4205	2013_4	50,0	125,98
gebrauchte Eigenheime	4205	2014_1	25,5	129,79
gebrauchte Eigenheime	4205	2014_2	35,5	132,44
gebrauchte Eigenheime	4205	2014_3	39,0	132,21
gebrauchte Eigenheime	4205	2014_4	63,5	133,20
gebrauchte Eigenheime	4205	2015_1	56,5	134,79
gebrauchte Eigenheime	4205	2015_2	37,5	138,21
gebrauchte Eigenheime	4205	2015_3	44,0	146,19
gebrauchte Eigenheime	4205	2015_4	46,0	151,78
gebrauchte Eigenheime	4205	2016_1	51,0	151,64
gebrauchte Eigenheime	4205	2016_2	49,0	151,75
gebrauchte Eigenheime	4205	2016_3	50,0	155,05
gebrauchte Eigenheime	4205	2016_4	62,0	153,24
gebrauchte Eigenheime	4205	2017_1	46,0	148,89
gebrauchte Eigenheime	4205	2017_2	41,0	153,86
gebrauchte Eigenheime	4205	2017_3	63,0	153,98
gebrauchte Eigenheime	4205	2017_4	49,0	155,73
gebrauchte Eigenheime	4205	2018_1	34,0	162,76
gebrauchte Eigenheime	4205	2018_2	52,0	166,80
gebrauchte Eigenheime	4205	2018_3	26,0	
gebrauchte Eigenheime	4205	2018_4	#DIV/0!	
gebrauchte Eigenheime	4205	2019_1	#DIV/0!	
gebrauchte Eigenheime	4205	2019_2	#DIV/0!	
gebrauchte Eigenheime	4205	2019_3	#DIV/0!	
gebrauchte Eigenheime	4205	2019_4	#DIV/0!	
gebrauchte Eigenheime	4205	2020_1	#DIV/0!	
gebrauchte Eigenheime	4205	2020_2	#DIV/0!	
gebrauchte Eigenheime	4205	2020_3	#DIV/0!	
gebrauchte Eigenheime	4205	2020_4	#DIV/0!	
gebrauchte Eigenheime	4205	2021_1	#DIV/0!	
gebrauchte Eigenheime	4205	2021_2	#DIV/0!	
gebrauchte Eigenheime	4205	2021_3	#DIV/0!	
gebrauchte Eigenheime	4205	2021_4	#DIV/0!	
gebrauchte Eigenheime	4206	2000_1	55,0	
gebrauchte Eigenheime	4206	2000_2	77,0	123,63
gebrauchte Eigenheime	4206	2000_3	76,0	122,86
gebrauchte Eigenheime	4206	2000_4	69,0	119,94
gebrauchte Eigenheime	4206	2001_1	63,0	118,04
gebrauchte Eigenheime	4206	2001_2	70,0	118,60
gebrauchte Eigenheime	4206	2001_3	89,0	116,26
gebrauchte Eigenheime	4206	2001_4	83,0	112,23
gebrauchte Eigenheime	4206	2002_1	53,0	108,83
gebrauchte Eigenheime	4206	2002_2	74,0	106,94
gebrauchte Eigenheime	4206	2002_3	84,0	106,25
gebrauchte Eigenheime	4206	2002_4	120,0	106,57
gebrauchte Eigenheime	4206	2003_1	52,0	108,14
gebrauchte Eigenheime	4206	2003_2	61,0	108,28
gebrauchte Eigenheime	4206	2003_3	79,0	108,22
gebrauchte Eigenheime	4206	2003_4	113,0	108,88
gebrauchte Eigenheime	4206	2004_1	38,0	108,01
gebrauchte Eigenheime	4206	2004_2	63,0	106,27
gebrauchte Eigenheime	4206	2004_3	75,0	103,02
gebrauchte Eigenheime	4206	2004_4	96,0	102,00
gebrauchte Eigenheime	4206	2005_1	47,0	104,42
gebrauchte Eigenheime	4206	2005_2	97,0	104,24
gebrauchte Eigenheime	4206	2005_3	95,5	103,59
gebrauchte Eigenheime	4206	2005_4	113,5	103,47
gebrauchte Eigenheime	4206	2006_1	40,5	102,97
gebrauchte Eigenheime	4206	2006_2	64,0	100,49
gebrauchte Eigenheime	4206	2006_3	73,0	95,61
gebrauchte Eigenheime	4206	2006_4	90,5	94,01
gebrauchte Eigenheime	4206	2007_1	59,0	95,47
gebrauchte Eigenheime	4206	2007_2	92,5	95,33
gebrauchte Eigenheime	4206	2007_3	74,0	96,27
gebrauchte Eigenheime	4206	2007_4	84,0	98,69
gebrauchte Eigenheime	4206	2008_1	71,0	99,39
gebrauchte Eigenheime	4206	2008_2	99,5	98,71
gebrauchte Eigenheime	4206	2008_3	88,5	97,40
gebrauchte Eigenheime	4206	2008_4	91,5	96,52
gebrauchte Eigenheime	4206	2009_1	69,0	97,97
gebrauchte Eigenheime	4206	2009_2	101,5	98,75
gebrauchte Eigenheime	4206	2009_3	108,0	98,28
gebrauchte Eigenheime	4206	2009_4	75,0	99,34
gebrauchte Eigenheime	4206	2010_1	66,7	100,00
gebrauchte Eigenheime	4206	2010_2	81,7	99,73
gebrauchte Eigenheime	4206	2010_3	69,0	102,77
gebrauchte Eigenheime	4206	2010_4	88,3	107,08
gebrauchte Eigenheime	4206	2011_1	49,0	111,48
gebrauchte Eigenheime	4206	2011_2	95,0	112,46
gebrauchte Eigenheime	4206	2011_3	73,0	110,31
gebrauchte Eigenheime	4206	2011_4	73,0	112,27
gebrauchte Eigenheime	4206	2012_1	59,0	116,91
gebrauchte Eigenheime	4206	2012_2	82,5	118,03
gebrauchte Eigenheime	4206	2012_3	95,5	119,23
gebrauchte Eigenheime	4206	2012_4	96,0	119,21
gebrauchte Eigenheime	4206	2013_1	72,5	118,51
gebrauchte Eigenheime	4206	2013_2	72,0	121,94
gebrauchte Eigenheime	4206	2013_3	87,0	123,64
gebrauchte Eigenheime	4206	2013_4	79,0	124,36
gebrauchte Eigenheime	4206	2014_1	64,5	128,50
gebrauchte Eigenheime	4206	2014_2	47,0	130,97
gebrauchte Eigenheime	4206	2014_3	53,5	131,99
gebrauchte Eigenheime	4206	2014_4	65,5	132,95
gebrauchte Eigenheime	4206	2015_1	51,5	134,45
gebrauchte Eigenheime	4206	2015_2	53,0	140,22
gebrauchte Eigenheime	4206	2015_3	58,0	145,03
gebrauchte Eigenheime	4206	2015_4	88,0	149,29
gebrauchte Eigenheime	4206	2016_1	80,0	154,76
gebrauchte Eigenheime	4206	2016_2	64,0	156,31
gebrauchte Eigenheime	4206	2016_3	87,0	155,37
gebrauchte Eigenheime	4206	2016_4	59,0	154,54
gebrauchte Eigenheime	4206	2017_1	54,0	151,90
gebrauchte Eigenheime	4206	2017_2	83,0	153,46
gebrauchte Eigenheime	4206	2017_3	86,0	157,62
gebrauchte Eigenheime	4206	2017_4	64,0	159,52
gebrauchte Eigenheime	4206	2018_1	55,0	158,18
gebrauchte Eigenheime	4206	2018_2	85,0	157,65
gebrauchte Eigenheime	4206	2018_3	86,0	
gebrauchte Eigenheime	4206	2018_4	#DIV/0!	
gebrauchte Eigenheime	4206	2019_1	#DIV/0!	
gebrauchte Eigenheime	4206	2019_2	#DIV/0!	
gebrauchte Eigenheime	4206	2019_3	#DIV/0!	
gebrauchte Eigenheime	4206	2019_4	#DIV/0!	
gebrauchte Eigenheime	4206	2020_1	#DIV/0!	
gebrauchte Eigenheime	4206	2020_2	#DIV/0!	
gebrauchte Eigenheime	4206	2020_3	#DIV/0!	
gebrauchte Eigenheime	4206	2020_4	#DIV/0!	
gebrauchte Eigenheime	4206	2021_1	#DIV/0!	
gebrauchte Eigenheime	4206	2021_2	#DIV/0!	
gebrauchte Eigenheime	4206	2021_3	#DIV/0!	
gebrauchte Eigenheime	4206	2021_4	#DIV/0!	
gebrauchte Eigenheime	4208	2000_1	24,0	
gebrauchte Eigenheime	4208	2000_2	44,0	104,72
gebrauchte Eigenheime	4208	2000_3	36,0	104,46
gebrauchte Eigenheime	4208	2000_4	27,0	104,62
gebrauchte Eigenheime	4208	2001_1	32,0	101,94
gebrauchte Eigenheime	4208	2001_2	48,0	99,61
gebrauchte Eigenheime	4208	2001_3	26,0	99,35
gebrauchte Eigenheime	4208	2001_4	27,0	97,11
gebrauchte Eigenheime	4208	2002_1	19,0	93,53
gebrauchte Eigenheime	4208	2002_2	46,0	95,64
gebrauchte Eigenheime	4208	2002_3	53,0	98,52
gebrauchte Eigenheime	4208	2002_4	72,0	99,95
gebrauchte Eigenheime	4208	2003_1	36,0	101,14
gebrauchte Eigenheime	4208	2003_2	34,0	103,44
gebrauchte Eigenheime	4208	2003_3	48,0	103,17
gebrauchte Eigenheime	4208	2003_4	44,0	102,26
gebrauchte Eigenheime	4208	2004_1	27,0	104,28
gebrauchte Eigenheime	4208	2004_2	37,0	106,99
gebrauchte Eigenheime	4208	2004_3	33,0	107,79
gebrauchte Eigenheime	4208	2004_4	40,0	106,61
gebrauchte Eigenheime	4208	2005_1	30,5	104,90
gebrauchte Eigenheime	4208	2005_2	50,0	104,73
gebrauchte Eigenheime	4208	2005_3	54,0	105,43
gebrauchte Eigenheime	4208	2005_4	57,0	106,62
gebrauchte Eigenheime	4208	2006_1	17,5	108,01
gebrauchte Eigenheime	4208	2006_2	29,0	107,12
gebrauchte Eigenheime	4208	2006_3	40,5	105,31
gebrauchte Eigenheime	4208	2006_4	41,0	104,02
gebrauchte Eigenheime	4208	2007_1	42,5	104,62
gebrauchte Eigenheime	4208	2007_2	44,5	104,77
gebrauchte Eigenheime	4208	2007_3	38,0	102,02
gebrauchte Eigenheime	4208	2007_4	35,0	98,94
gebrauchte Eigenheime	4208	2008_1	23,0	96,81
gebrauchte Eigenheime	4208	2008_2	55,5	96,08
gebrauchte Eigenheime	4208	2008_3	35,5	94,53
gebrauchte Eigenheime	4208	2008_4	41,0	91,81
gebrauchte Eigenheime	4208	2009_1	28,5	89,97
gebrauchte Eigenheime	4208	2009_2	46,0	91,15
gebrauchte Eigenheime	4208	2009_3	25,5	94,47
gebrauchte Eigenheime	4208	2009_4	43,0	97,26
gebrauchte Eigenheime	4208	2010_1	35,7	100,00
gebrauchte Eigenheime	4208	2010_2	49,0	103,28
gebrauchte Eigenheime	4208	2010_3	32,7	105,69
gebrauchte Eigenheime	4208	2010_4	64,0	105,78
gebrauchte Eigenheime	4208	2011_1	22,0	103,46
gebrauchte Eigenheime	4208	2011_2	71,0	103,79
gebrauchte Eigenheime	4208	2011_3	55,5	106,79
gebrauchte Eigenheime	4208	2011_4	53,0	107,59
gebrauchte Eigenheime	4208	2012_1	50,0	107,83
gebrauchte Eigenheime	4208	2012_2	61,0	110,28
gebrauchte Eigenheime	4208	2012_3	41,5	111,31
gebrauchte Eigenheime	4208	2012_4	41,0	110,30
gebrauchte Eigenheime	4208	2013_1	39,5	112,24
gebrauchte Eigenheime	4208	2013_2	50,0	118,91
gebrauchte Eigenheime	4208	2013_3	58,5	125,38
gebrauchte Eigenheime	4208	2013_4	55,5	128,41
gebrauchte Eigenheime	4208	2014_1	41,5	129,33
gebrauchte Eigenheime	4208	2014_2	46,0	131,01
gebrauchte Eigenheime	4208	2014_3	65,0	130,77
gebrauchte Eigenheime	4208	2014_4	46,0	134,45
gebrauchte Eigenheime	4208	2015_1	35,0	145,28
gebrauchte Eigenheime	4208	2015_2	48,5	149,08
gebrauchte Eigenheime	4208	2015_3	40,0	150,90
gebrauchte Eigenheime	4208	2015_4	28,5	152,27
gebrauchte Eigenheime	4208	2016_1	32,0	161,35
gebrauchte Eigenheime	4208	2016_2	47,0	174,87
gebrauchte Eigenheime	4208	2016_3	43,0	178,45
gebrauchte Eigenheime	4208	2016_4	52,0	175,42
gebrauchte Eigenheime	4208	2017_1	29,0	179,01
gebrauchte Eigenheime	4208	2017_2	43,0	180,52
gebrauchte Eigenheime	4208	2017_3	46,0	173,41
gebrauchte Eigenheime	4208	2017_4	25,0	168,79
gebrauchte Eigenheime	4208	2018_1	42,0	171,03
gebrauchte Eigenheime	4208	2018_2	49,0	171,05
gebrauchte Eigenheime	4208	2018_3	14,0	
gebrauchte Eigenheime	4208	2018_4	#DIV/0!	
gebrauchte Eigenheime	4208	2019_1	#DIV/0!	
gebrauchte Eigenheime	4208	2019_2	#DIV/0!	
gebrauchte Eigenheime	4208	2019_3	#DIV/0!	
gebrauchte Eigenheime	4208	2019_4	#DIV/0!	
gebrauchte Eigenheime	4208	2020_1	#DIV/0!	
gebrauchte Eigenheime	4208	2020_2	#DIV/0!	
gebrauchte Eigenheime	4208	2020_3	#DIV/0!	
gebrauchte Eigenheime	4208	2020_4	#DIV/0!	
gebrauchte Eigenheime	4208	2021_1	#DIV/0!	
gebrauchte Eigenheime	4208	2021_2	#DIV/0!	
gebrauchte Eigenheime	4208	2021_3	#DIV/0!	
gebrauchte Eigenheime	4208	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2000_1	220,0	
gebrauchte Eigentumswohnungen	4101	2000_2	195,0	114,23
gebrauchte Eigentumswohnungen	4101	2000_3	126,0	110,32
gebrauchte Eigentumswohnungen	4101	2000_4	109,0	109,86
gebrauchte Eigentumswohnungen	4101	2001_1	177,0	111,89
gebrauchte Eigentumswohnungen	4101	2001_2	178,0	111,56
gebrauchte Eigentumswohnungen	4101	2001_3	121,0	110,01
gebrauchte Eigentumswohnungen	4101	2001_4	105,0	109,49
gebrauchte Eigentumswohnungen	4101	2002_1	156,0	108,49
gebrauchte Eigentumswohnungen	4101	2002_2	133,0	107,83
gebrauchte Eigentumswohnungen	4101	2002_3	122,0	105,26
gebrauchte Eigentumswohnungen	4101	2002_4	118,0	100,32
gebrauchte Eigentumswohnungen	4101	2003_1	206,0	100,34
gebrauchte Eigentumswohnungen	4101	2003_2	143,0	102,37
gebrauchte Eigentumswohnungen	4101	2003_3	185,0	101,36
gebrauchte Eigentumswohnungen	4101	2003_4	160,0	100,67
gebrauchte Eigentumswohnungen	4101	2004_1	127,0	102,98
gebrauchte Eigentumswohnungen	4101	2004_2	152,0	102,96
gebrauchte Eigentumswohnungen	4101	2004_3	173,0	101,27
gebrauchte Eigentumswohnungen	4101	2004_4	206,0	101,24
gebrauchte Eigentumswohnungen	4101	2005_1	107,0	104,16
gebrauchte Eigentumswohnungen	4101	2005_2	172,5	106,36
gebrauchte Eigentumswohnungen	4101	2005_3	154,0	104,11
gebrauchte Eigentumswohnungen	4101	2005_4	224,0	103,53
gebrauchte Eigentumswohnungen	4101	2006_1	84,0	106,36
gebrauchte Eigentumswohnungen	4101	2006_2	128,5	106,97
gebrauchte Eigentumswohnungen	4101	2006_3	147,5	104,53
gebrauchte Eigentumswohnungen	4101	2006_4	151,0	101,67
gebrauchte Eigentumswohnungen	4101	2007_1	104,0	100,55
gebrauchte Eigentumswohnungen	4101	2007_2	112,0	105,14
gebrauchte Eigentumswohnungen	4101	2007_3	117,5	106,71
gebrauchte Eigentumswohnungen	4101	2007_4	152,0	102,11
gebrauchte Eigentumswohnungen	4101	2008_1	142,5	98,17
gebrauchte Eigentumswohnungen	4101	2008_2	145,5	99,92
gebrauchte Eigentumswohnungen	4101	2008_3	163,5	102,03
gebrauchte Eigentumswohnungen	4101	2008_4	170,0	100,52
gebrauchte Eigentumswohnungen	4101	2009_1	124,5	100,31
gebrauchte Eigentumswohnungen	4101	2009_2	161,5	101,82
gebrauchte Eigentumswohnungen	4101	2009_3	188,0	100,76
gebrauchte Eigentumswohnungen	4101	2009_4	185,5	98,99
gebrauchte Eigentumswohnungen	4101	2010_1	179,3	100,00
gebrauchte Eigentumswohnungen	4101	2010_2	224,7	102,61
gebrauchte Eigentumswohnungen	4101	2010_3	203,7	104,28
gebrauchte Eigentumswohnungen	4101	2010_4	253,7	106,16
gebrauchte Eigentumswohnungen	4101	2011_1	122,5	109,73
gebrauchte Eigentumswohnungen	4101	2011_2	168,0	112,05
gebrauchte Eigentumswohnungen	4101	2011_3	227,0	111,40
gebrauchte Eigentumswohnungen	4101	2011_4	191,5	111,70
gebrauchte Eigentumswohnungen	4101	2012_1	199,0	115,30
gebrauchte Eigentumswohnungen	4101	2012_2	160,0	118,43
gebrauchte Eigentumswohnungen	4101	2012_3	240,5	118,66
gebrauchte Eigentumswohnungen	4101	2012_4	231,5	119,38
gebrauchte Eigentumswohnungen	4101	2013_1	179,0	122,46
gebrauchte Eigentumswohnungen	4101	2013_2	226,0	124,38
gebrauchte Eigentumswohnungen	4101	2013_3	204,0	121,83
gebrauchte Eigentumswohnungen	4101	2013_4	232,5	120,81
gebrauchte Eigentumswohnungen	4101	2014_1	199,0	124,26
gebrauchte Eigentumswohnungen	4101	2014_2	217,0	126,67
gebrauchte Eigentumswohnungen	4101	2014_3	252,5	126,39
gebrauchte Eigentumswohnungen	4101	2014_4	171,5	125,38
gebrauchte Eigentumswohnungen	4101	2015_1	182,5	129,66
gebrauchte Eigentumswohnungen	4101	2015_2	242,0	134,60
gebrauchte Eigentumswohnungen	4101	2015_3	235,0	134,10
gebrauchte Eigentumswohnungen	4101	2015_4	214,5	137,11
gebrauchte Eigentumswohnungen	4101	2016_1	209,0	145,27
gebrauchte Eigentumswohnungen	4101	2016_2	225,0	151,19
gebrauchte Eigentumswohnungen	4101	2016_3	221,0	152,14
gebrauchte Eigentumswohnungen	4101	2016_4	211,0	151,26
gebrauchte Eigentumswohnungen	4101	2017_1	179,0	151,48
gebrauchte Eigentumswohnungen	4101	2017_2	212,0	154,07
gebrauchte Eigentumswohnungen	4101	2017_3	246,0	154,63
gebrauchte Eigentumswohnungen	4101	2017_4	218,0	160,20
gebrauchte Eigentumswohnungen	4101	2018_1	186,0	165,36
gebrauchte Eigentumswohnungen	4101	2018_2	220,0	165,41
gebrauchte Eigentumswohnungen	4101	2018_3	229,0	
gebrauchte Eigentumswohnungen	4101	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4101	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4102	2000_1	3,0	
gebrauchte Eigentumswohnungen	4102	2000_2	2,0	
gebrauchte Eigentumswohnungen	4102	2000_3	2,0	
gebrauchte Eigentumswohnungen	4102	2000_4	2,0	
gebrauchte Eigentumswohnungen	4102	2001_1	3,0	
gebrauchte Eigentumswohnungen	4102	2001_2	7,0	
gebrauchte Eigentumswohnungen	4102	2001_3	8,0	
gebrauchte Eigentumswohnungen	4102	2001_4	7,0	
gebrauchte Eigentumswohnungen	4102	2002_1	4,0	
gebrauchte Eigentumswohnungen	4102	2002_2	7,0	
gebrauchte Eigentumswohnungen	4102	2002_3	4,0	
gebrauchte Eigentumswohnungen	4102	2002_4	8,0	
gebrauchte Eigentumswohnungen	4102	2003_1	41,0	
gebrauchte Eigentumswohnungen	4102	2003_2	14,0	
