Immobilienart;Region;Zeitabschnitt;Anzahl_Gewichtung;Index_final
gebrauchte Eigenheime;4204;2019_1;100;
gebrauchte Eigenheime;4204;2019_2;;
gebrauchte Eigenheime;4204;2019_3;;
gebrauchte Eigenheime;4204;2019_4;;
gebrauchte Eigenheime;4204;2020_1;;
gebrauchte Eigenheime;4204;2020_2;;
gebrauchte Eigenheime;4204;2020_3;;
gebrauchte Eigenheime;4204;2020_4;;
gebrauchte Eigenheime;4204;2021_1;;
gebrauchte Eigenheime;4204;2021_2;;
gebrauchte Eigenheime;4204;2021_3;;
gebrauchte Eigenheime;4204;2021_4;;
gebrauchte Eigenheime;4205;2000_1;186;
gebrauchte Eigenheime;4205;2000_2;213;109,391
gebrauchte Eigenheime;4205;2000_3;238;107,259
gebrauchte Eigenheime;4205;2000_4;219;106,775
gebrauchte Eigenheime;4205;2001_1;200;107,075
gebrauchte Eigenheime;4205;2001_2;248;106,097
gebrauchte Eigenheime;4205;2001_3;232;105,637
gebrauchte Eigenheime;4205;2001_4;250;105,323
gebrauchte Eigenheime;4205;2002_1;192;106,419
gebrauchte Eigenheime;4205;2002_2;256;107,250
gebrauchte Eigenheime;4205;2002_3;217;105,647
gebrauchte Eigenheime;4205;2002_4;385;104,565
gebrauchte Eigenheime;4205;2003_1;150;103,747
gebrauchte Eigenheime;4205;2003_2;226;100,871
gebrauchte Eigenheime;4205;2003_3;275;99,647
gebrauchte Eigenheime;4205;2003_4;405;100,367
gebrauchte Eigenheime;4205;2004_1;136;102,530
gebrauchte Eigenheime;4205;2004_2;201;103,159
gebrauchte Eigenheime;4205;2004_3;209;101,006
gebrauchte Eigenheime;4205;2004_4;330;100,135
gebrauchte Eigenheime;4205;2005_1;146;101,647
gebrauchte Eigenheime;4205;2005_2;232;103,468
gebrauchte Eigenheime;4205;2005_3;269;102,598
gebrauchte Eigenheime;4205;2005_4;400;103,341
gebrauchte Eigenheime;4205;2006_1;112;105,591
gebrauchte Eigenheime;4205;2006_2;176;105,478
gebrauchte Eigenheime;4205;2006_3;205;102,335
gebrauchte Eigenheime;4205;2006_4;249;98,708
gebrauchte Eigenheime;4205;2007_1;178;97,260
gebrauchte Eigenheime;4205;2007_2;194;98,636
gebrauchte Eigenheime;4205;2007_3;225;99,304
gebrauchte Eigenheime;4205;2007_4;224;98,476
gebrauchte Eigenheime;4205;2008_1;155;100,493
gebrauchte Eigenheime;4205;2008_2;219;101,946
gebrauchte Eigenheime;4205;2008_3;203;96,171
gebrauchte Eigenheime;4205;2008_4;208;91,273
gebrauchte Eigenheime;4205;2009_1;197;94,670
gebrauchte Eigenheime;4205;2009_2;237;101,624
gebrauchte Eigenheime;4205;2009_3;214;103,253
gebrauchte Eigenheime;4205;2009_4;213;99,799
gebrauchte Eigenheime;4205;2010_1;175;100,000
gebrauchte Eigenheime;4205;2010_2;263;103,854
gebrauchte Eigenheime;4205;2010_3;251;105,127
gebrauchte Eigenheime;4205;2010_4;360;105,518
gebrauchte Eigenheime;4205;2011_1;187;106,691
gebrauchte Eigenheime;4205;2011_2;229;108,627
gebrauchte Eigenheime;4205;2011_3;261;108,312
gebrauchte Eigenheime;4205;2011_4;233;105,749
gebrauchte Eigenheime;4205;2012_1;205;107,878
gebrauchte Eigenheime;4205;2012_2;221;113,015
gebrauchte Eigenheime;4205;2012_3;281;116,793
gebrauchte Eigenheime;4205;2012_4;170;121,805
gebrauchte Eigenheime;4205;2013_1;214;124,273
gebrauchte Eigenheime;4205;2013_2;207;124,723
gebrauchte Eigenheime;4205;2013_3;226;124,011
gebrauchte Eigenheime;4205;2013_4;270;125,982
gebrauchte Eigenheime;4205;2014_1;155;129,789
gebrauchte Eigenheime;4205;2014_2;208;132,435
gebrauchte Eigenheime;4205;2014_3;224;132,207
gebrauchte Eigenheime;4205;2014_4;252;133,203
gebrauchte Eigenheime;4205;2015_1;208;134,795
gebrauchte Eigenheime;4205;2015_2;216;138,209
gebrauchte Eigenheime;4205;2015_3;280;146,188
gebrauchte Eigenheime;4205;2015_4;255;151,784
gebrauchte Eigenheime;4205;2016_1;184;151,645
gebrauchte Eigenheime;4205;2016_2;265;151,752
gebrauchte Eigenheime;4205;2016_3;221;155,047
gebrauchte Eigenheime;4205;2016_4;242;153,236
gebrauchte Eigenheime;4205;2017_1;187;148,891
gebrauchte Eigenheime;4205;2017_2;206;153,859
gebrauchte Eigenheime;4205;2017_3;197;153,984
gebrauchte Eigenheime;4205;2017_4;228;155,731
gebrauchte Eigenheime;4205;2018_1;155;162,756
gebrauchte Eigenheime;4205;2018_2;191;166,799
gebrauchte Eigenheime;4205;2018_3;219;164,606
gebrauchte Eigenheime;4205;2018_4;203;159,453
gebrauchte Eigenheime;4205;2019_1;166;
gebrauchte Eigenheime;4205;2019_2;;
gebrauchte Eigenheime;4205;2019_3;;
gebrauchte Eigenheime;4205;2019_4;;
gebrauchte Eigenheime;4205;2020_1;;
gebrauchte Eigenheime;4205;2020_2;;
gebrauchte Eigenheime;4205;2020_3;;
gebrauchte Eigenheime;4205;2020_4;;
gebrauchte Eigenheime;4205;2021_1;;
gebrauchte Eigenheime;4205;2021_2;;
gebrauchte Eigenheime;4205;2021_3;;
gebrauchte Eigenheime;4205;2021_4;;
gebrauchte Eigenheime;4206;2000_1;121;
gebrauchte Eigenheime;4206;2000_2;122;123,626
gebrauchte Eigenheime;4206;2000_3;138;122,858
gebrauchte Eigenheime;4206;2000_4;121;119,940
gebrauchte Eigenheime;4206;2001_1;116;118,038
gebrauchte Eigenheime;4206;2001_2;142;118,598
gebrauchte Eigenheime;4206;2001_3;150;116,260
gebrauchte Eigenheime;4206;2001_4;160;112,226
gebrauchte Eigenheime;4206;2002_1;102;108,829
gebrauchte Eigenheime;4206;2002_2;158;106,940
gebrauchte Eigenheime;4206;2002_3;138;106,253
gebrauchte Eigenheime;4206;2002_4;244;106,568
gebrauchte Eigenheime;4206;2003_1;96;108,137
gebrauchte Eigenheime;4206;2003_2;134;108,279
gebrauchte Eigenheime;4206;2003_3;166;108,221
gebrauchte Eigenheime;4206;2003_4;244;108,878
gebrauchte Eigenheime;4206;2004_1;87;108,012
gebrauchte Eigenheime;4206;2004_2;145;106,268
gebrauchte Eigenheime;4206;2004_3;154;103,019
gebrauchte Eigenheime;4206;2004_4;203;101,998
gebrauchte Eigenheime;4206;2005_1;97;104,419
gebrauchte Eigenheime;4206;2005_2;156;104,238
gebrauchte Eigenheime;4206;2005_3;162;103,594
gebrauchte Eigenheime;4206;2005_4;227;103,467
gebrauchte Eigenheime;4206;2006_1;86;102,971
gebrauchte Eigenheime;4206;2006_2;121;100,488
gebrauchte Eigenheime;4206;2006_3;158;95,607
gebrauchte Eigenheime;4206;2006_4;204;94,012
gebrauchte Eigenheime;4206;2007_1;140;95,470
gebrauchte Eigenheime;4206;2007_2;157;95,334
gebrauchte Eigenheime;4206;2007_3;139;96,267
gebrauchte Eigenheime;4206;2007_4;155;98,686
gebrauchte Eigenheime;4206;2008_1;114;99,392
gebrauchte Eigenheime;4206;2008_2;160;98,711
gebrauchte Eigenheime;4206;2008_3;156;97,405
gebrauchte Eigenheime;4206;2008_4;173;96,517
gebrauchte Eigenheime;4206;2009_1;133;97,973
gebrauchte Eigenheime;4206;2009_2;167;98,754
gebrauchte Eigenheime;4206;2009_3;190;98,280
gebrauchte Eigenheime;4206;2009_4;137;99,342
gebrauchte Eigenheime;4206;2010_1;124;100,000
gebrauchte Eigenheime;4206;2010_2;174;99,733
gebrauchte Eigenheime;4206;2010_3;175;102,772
gebrauchte Eigenheime;4206;2010_4;181;107,080
gebrauchte Eigenheime;4206;2011_1;115;111,484
gebrauchte Eigenheime;4206;2011_2;164;112,459
gebrauchte Eigenheime;4206;2011_3;140;110,305
gebrauchte Eigenheime;4206;2011_4;162;112,267
gebrauchte Eigenheime;4206;2012_1;130;116,910
gebrauchte Eigenheime;4206;2012_2;162;118,030
gebrauchte Eigenheime;4206;2012_3;179;119,227
gebrauchte Eigenheime;4206;2012_4;158;119,208
gebrauchte Eigenheime;4206;2013_1;135;118,506
gebrauchte Eigenheime;4206;2013_2;157;121,938
gebrauchte Eigenheime;4206;2013_3;151;123,644
gebrauchte Eigenheime;4206;2013_4;149;124,361
gebrauchte Eigenheime;4206;2014_1;137;128,499
gebrauchte Eigenheime;4206;2014_2;145;130,970
gebrauchte Eigenheime;4206;2014_3;149;131,992
gebrauchte Eigenheime;4206;2014_4;170;132,952
gebrauchte Eigenheime;4206;2015_1;141;134,447
gebrauchte Eigenheime;4206;2015_2;167;140,216
gebrauchte Eigenheime;4206;2015_3;177;145,032
gebrauchte Eigenheime;4206;2015_4;178;149,292
gebrauchte Eigenheime;4206;2016_1;156;154,764
gebrauchte Eigenheime;4206;2016_2;136;156,313
gebrauchte Eigenheime;4206;2016_3;151;155,374
gebrauchte Eigenheime;4206;2016_4;149;154,539
gebrauchte Eigenheime;4206;2017_1;113;151,895
gebrauchte Eigenheime;4206;2017_2;156;153,462
gebrauchte Eigenheime;4206;2017_3;222;157,624
gebrauchte Eigenheime;4206;2017_4;188;159,521
gebrauchte Eigenheime;4206;2018_1;132;158,182
gebrauchte Eigenheime;4206;2018_2;186;157,651
gebrauchte Eigenheime;4206;2018_3;184;160,338
gebrauchte Eigenheime;4206;2018_4;186;163,954
gebrauchte Eigenheime;4206;2019_1;167;
gebrauchte Eigenheime;4206;2019_2;;
gebrauchte Eigenheime;4206;2019_3;;
gebrauchte Eigenheime;4206;2019_4;;
gebrauchte Eigenheime;4206;2020_1;;
gebrauchte Eigenheime;4206;2020_2;;
gebrauchte Eigenheime;4206;2020_3;;
gebrauchte Eigenheime;4206;2020_4;;
gebrauchte Eigenheime;4206;2021_1;;
gebrauchte Eigenheime;4206;2021_2;;
gebrauchte Eigenheime;4206;2021_3;;
gebrauchte Eigenheime;4206;2021_4;;
gebrauchte Eigenheime;4208;2000_1;65;
gebrauchte Eigenheime;4208;2000_2;90;104,722
gebrauchte Eigenheime;4208;2000_3;66;104,465
gebrauchte Eigenheime;4208;2000_4;92;104,619
gebrauchte Eigenheime;4208;2001_1;85;101,938
gebrauchte Eigenheime;4208;2001_2;100;99,610
gebrauchte Eigenheime;4208;2001_3;71;99,346
gebrauchte Eigenheime;4208;2001_4;79;97,106
gebrauchte Eigenheime;4208;2002_1;60;93,529
gebrauchte Eigenheime;4208;2002_2;91;95,642
gebrauchte Eigenheime;4208;2002_3;111;98,517
gebrauchte Eigenheime;4208;2002_4;167;99,949
gebrauchte Eigenheime;4208;2003_1;74;101,136
gebrauchte Eigenheime;4208;2003_2;102;103,440
gebrauchte Eigenheime;4208;2003_3;96;103,171
gebrauchte Eigenheime;4208;2003_4;116;102,256
gebrauchte Eigenheime;4208;2004_1;84;104,278
gebrauchte Eigenheime;4208;2004_2;96;106,992
gebrauchte Eigenheime;4208;2004_3;80;107,792
gebrauchte Eigenheime;4208;2004_4;99;106,610
gebrauchte Eigenheime;4208;2005_1;67;104,902
gebrauchte Eigenheime;4208;2005_2;104;104,733
gebrauchte Eigenheime;4208;2005_3;103;105,430
gebrauchte Eigenheime;4208;2005_4;156;106,624
gebrauchte Eigenheime;4208;2006_1;46;108,013
gebrauchte Eigenheime;4208;2006_2;70;107,120
gebrauchte Eigenheime;4208;2006_3;66;105,308
gebrauchte Eigenheime;4208;2006_4;90;104,025
gebrauchte Eigenheime;4208;2007_1;94;104,616
gebrauchte Eigenheime;4208;2007_2;92;104,766
gebrauchte Eigenheime;4208;2007_3;83;102,022
gebrauchte Eigenheime;4208;2007_4;91;98,944
gebrauchte Eigenheime;4208;2008_1;77;96,813
gebrauchte Eigenheime;4208;2008_2;108;96,083
gebrauchte Eigenheime;4208;2008_3;77;94,533
gebrauchte Eigenheime;4208;2008_4;94;91,815
gebrauchte Eigenheime;4208;2009_1;62;89,975
gebrauchte Eigenheime;4208;2009_2;91;91,147
gebrauchte Eigenheime;4208;2009_3;72;94,472
gebrauchte Eigenheime;4208;2009_4;87;97,258
gebrauchte Eigenheime;4208;2010_1;74;100,000
gebrauchte Eigenheime;4208;2010_2;83;103,281
gebrauchte Eigenheime;4208;2010_3;81;105,691
gebrauchte Eigenheime;4208;2010_4;116;105,779
gebrauchte Eigenheime;4208;2011_1;57;103,455
gebrauchte Eigenheime;4208;2011_2;103;103,786
gebrauchte Eigenheime;4208;2011_3;92;106,790
gebrauchte Eigenheime;4208;2011_4;97;107,587
gebrauchte Eigenheime;4208;2012_1;89;107,828
gebrauchte Eigenheime;4208;2012_2;119;110,276
gebrauchte Eigenheime;4208;2012_3;93;111,309
gebrauchte Eigenheime;4208;2012_4;119;110,296
gebrauchte Eigenheime;4208;2013_1;89;112,241
gebrauchte Eigenheime;4208;2013_2;105;118,906
gebrauchte Eigenheime;4208;2013_3;124;125,382
gebrauchte Eigenheime;4208;2013_4;106;128,414
gebrauchte Eigenheime;4208;2014_1;84;129,328
gebrauchte Eigenheime;4208;2014_2;90;131,005
gebrauchte Eigenheime;4208;2014_3;108;130,769
gebrauchte Eigenheime;4208;2014_4;90;134,453
gebrauchte Eigenheime;4208;2015_1;76;145,281
gebrauchte Eigenheime;4208;2015_2;102;149,081
gebrauchte Eigenheime;4208;2015_3;87;150,902
gebrauchte Eigenheime;4208;2015_4;66;152,267
gebrauchte Eigenheime;4208;2016_1;68;161,351
gebrauchte Eigenheime;4208;2016_2;96;174,867
gebrauchte Eigenheime;4208;2016_3;78;178,455
gebrauchte Eigenheime;4208;2016_4;99;175,416
gebrauchte Eigenheime;4208;2017_1;63;179,009
gebrauchte Eigenheime;4208;2017_2;71;180,524
gebrauchte Eigenheime;4208;2017_3;96;173,408
gebrauchte Eigenheime;4208;2017_4;92;168,794
gebrauchte Eigenheime;4208;2018_1;84;171,033
gebrauchte Eigenheime;4208;2018_2;106;171,048
gebrauchte Eigenheime;4208;2018_3;80;172,623
gebrauchte Eigenheime;4208;2018_4;100;
gebrauchte Eigenheime;4208;2019_1;62;
gebrauchte Eigenheime;4208;2019_2;;
gebrauchte Eigenheime;4208;2019_3;;
gebrauchte Eigenheime;4208;2019_4;;
gebrauchte Eigenheime;4208;2020_1;;
gebrauchte Eigenheime;4208;2020_2;;
gebrauchte Eigenheime;4208;2020_3;;
gebrauchte Eigenheime;4208;2020_4;;
gebrauchte Eigenheime;4208;2021_1;;
gebrauchte Eigenheime;4208;2021_2;;
gebrauchte Eigenheime;4208;2021_3;;
gebrauchte Eigenheime;4208;2021_4;;
gebrauchte Eigentumswohnungen;4101;2000_1;611;
gebrauchte Eigentumswohnungen;4101;2000_2;495;114,230
gebrauchte Eigentumswohnungen;4101;2000_3;398;110,320
gebrauchte Eigentumswohnungen;4101;2000_4;309;109,856
gebrauchte Eigentumswohnungen;4101;2001_1;502;111,894
gebrauchte Eigentumswohnungen;4101;2001_2;473;111,558
gebrauchte Eigentumswohnungen;4101;2001_3;381;110,010
gebrauchte Eigentumswohnungen;4101;2001_4;328;109,486
gebrauchte Eigentumswohnungen;4101;2002_1;538;108,493
gebrauchte Eigentumswohnungen;4101;2002_2;367;107,825
gebrauchte Eigentumswohnungen;4101;2002_3;411;105,264
gebrauchte Eigentumswohnungen;4101;2002_4;455;100,323
gebrauchte Eigentumswohnungen;4101;2003_1;516;100,345
gebrauchte Eigentumswohnungen;4101;2003_2;414;102,374
gebrauchte Eigentumswohnungen;4101;2003_3;421;101,364
gebrauchte Eigentumswohnungen;4101;2003_4;482;100,668
gebrauchte Eigentumswohnungen;4101;2004_1;364;102,979
gebrauchte Eigentumswohnungen;4101;2004_2;446;102,962
gebrauchte Eigentumswohnungen;4101;2004_3;442;101,274
gebrauchte Eigentumswohnungen;4101;2004_4;521;101,238
gebrauchte Eigentumswohnungen;4101;2005_1;308;104,163
gebrauchte Eigentumswohnungen;4101;2005_2;452;106,363
gebrauchte Eigentumswohnungen;4101;2005_3;471;104,106
gebrauchte Eigentumswohnungen;4101;2005_4;720;103,527
gebrauchte Eigentumswohnungen;4101;2006_1;355;106,362
gebrauchte Eigentumswohnungen;4101;2006_2;429;106,967
gebrauchte Eigentumswohnungen;4101;2006_3;399;104,533
gebrauchte Eigentumswohnungen;4101;2006_4;544;101,675
gebrauchte Eigentumswohnungen;4101;2007_1;388;100,545
gebrauchte Eigentumswohnungen;4101;2007_2;447;105,138
gebrauchte Eigentumswohnungen;4101;2007_3;431;106,714
gebrauchte Eigentumswohnungen;4101;2007_4;520;102,112
gebrauchte Eigentumswohnungen;4101;2008_1;427;98,170
gebrauchte Eigentumswohnungen;4101;2008_2;510;99,919
gebrauchte Eigentumswohnungen;4101;2008_3;451;102,029
gebrauchte Eigentumswohnungen;4101;2008_4;461;100,519
gebrauchte Eigentumswohnungen;4101;2009_1;413;100,305
gebrauchte Eigentumswohnungen;4101;2009_2;548;101,819
gebrauchte Eigentumswohnungen;4101;2009_3;503;100,757
gebrauchte Eigentumswohnungen;4101;2009_4;529;98,993
gebrauchte Eigentumswohnungen;4101;2010_1;523;100,000
gebrauchte Eigentumswohnungen;4101;2010_2;650;102,610
gebrauchte Eigentumswohnungen;4101;2010_3;657;104,277
gebrauchte Eigentumswohnungen;4101;2010_4;740;106,163
gebrauchte Eigentumswohnungen;4101;2011_1;433;109,733
gebrauchte Eigentumswohnungen;4101;2011_2;496;112,048
gebrauchte Eigentumswohnungen;4101;2011_3;618;111,398
gebrauchte Eigentumswohnungen;4101;2011_4;605;111,700
gebrauchte Eigentumswohnungen;4101;2012_1;620;115,301
gebrauchte Eigentumswohnungen;4101;2012_2;576;118,430
gebrauchte Eigentumswohnungen;4101;2012_3;695;118,658
gebrauchte Eigentumswohnungen;4101;2012_4;654;119,380
gebrauchte Eigentumswohnungen;4101;2013_1;567;122,458
gebrauchte Eigentumswohnungen;4101;2013_2;645;124,381
gebrauchte Eigentumswohnungen;4101;2013_3;625;121,826
gebrauchte Eigentumswohnungen;4101;2013_4;757;120,806
gebrauchte Eigentumswohnungen;4101;2014_1;537;124,264
gebrauchte Eigentumswohnungen;4101;2014_2;635;126,667
gebrauchte Eigentumswohnungen;4101;2014_3;674;126,393
gebrauchte Eigentumswohnungen;4101;2014_4;626;125,383
gebrauchte Eigentumswohnungen;4101;2015_1;603;129,659
gebrauchte Eigentumswohnungen;4101;2015_2;735;134,597
gebrauchte Eigentumswohnungen;4101;2015_3;715;134,102
gebrauchte Eigentumswohnungen;4101;2015_4;749;137,109
gebrauchte Eigentumswohnungen;4101;2016_1;638;145,273
gebrauchte Eigentumswohnungen;4101;2016_2;775;151,186
gebrauchte Eigentumswohnungen;4101;2016_3;721;152,140
gebrauchte Eigentumswohnungen;4101;2016_4;737;151,260
gebrauchte Eigentumswohnungen;4101;2017_1;648;151,477
gebrauchte Eigentumswohnungen;4101;2017_2;699;154,069
gebrauchte Eigentumswohnungen;4101;2017_3;722;154,635
gebrauchte Eigentumswohnungen;4101;2017_4;594;160,202
gebrauchte Eigentumswohnungen;4101;2018_1;550;165,358
gebrauchte Eigentumswohnungen;4101;2018_2;663;165,415
gebrauchte Eigentumswohnungen;4101;2018_3;705;170,184
gebrauchte Eigentumswohnungen;4101;2018_4;688;169,907
gebrauchte Eigentumswohnungen;4101;2019_1;546;
gebrauchte Eigentumswohnungen;4101;2019_2;;
gebrauchte Eigentumswohnungen;4101;2019_3;;
gebrauchte Eigentumswohnungen;4101;2019_4;;
gebrauchte Eigentumswohnungen;4101;2020_1;;
gebrauchte Eigentumswohnungen;4101;2020_2;;
gebrauchte Eigentumswohnungen;4101;2020_3;;
gebrauchte Eigentumswohnungen;4101;2020_4;;
gebrauchte Eigentumswohnungen;4101;2021_1;;
gebrauchte Eigentumswohnungen;4101;2021_2;;
gebrauchte Eigentumswohnungen;4101;2021_3;;
gebrauchte Eigentumswohnungen;4101;2021_4;;
gebrauchte Eigentumswohnungen;4102;2000_1;197;
gebrauchte Eigentumswohnungen;4102;2000_2;206;
gebrauchte Eigentumswohnungen;4102;2000_3;190;
gebrauchte Eigentumswohnungen;4102;2000_4;182;
gebrauchte Eigentumswohnungen;4102;2001_1;227;
gebrauchte Eigentumswohnungen;4102;2001_2;141;
gebrauchte Eigentumswohnungen;4102;2001_3;142;
gebrauchte Eigentumswohnungen;4102;2001_4;191;
gebrauchte Eigentumswohnungen;4102;2002_1;168;
gebrauchte Eigentumswohnungen;4102;2002_2;150;
gebrauchte Eigentumswohnungen;4102;2002_3;153;
gebrauchte Eigentumswohnungen;4102;2002_4;238;
gebrauchte Eigentumswohnungen;4102;2003_1;238;
gebrauchte Eigentumswohnungen;4102;2003_2;156;
gebrauchte Eigentumswohnungen;4102;2003_3;155;
gebrauchte Eigentumswohnungen;4102;2003_4;256;
gebrauchte Eigentumswohnungen;4102;2004_1;226;
gebrauchte Eigentumswohnungen;4102;2004_2;126;
gebrauchte Eigentumswohnungen;4102;2004_3;145;
gebrauchte Eigentumswohnungen;4102;2004_4;217;
gebrauchte Eigentumswohnungen;4102;2005_1;141;
gebrauchte Eigentumswohnungen;4102;2005_2;165;
gebrauchte Eigentumswohnungen;4102;2005_3;229;
gebrauchte Eigentumswohnungen;4102;2005_4;363;
gebrauchte Eigentumswohnungen;4102;2006_1;153;
gebrauchte Eigentumswohnungen;4102;2006_2;185;
gebrauchte Eigentumswohnungen;4102;2006_3;169;
gebrauchte Eigentumswohnungen;4102;2006_4;128;
gebrauchte Eigentumswohnungen;4102;2007_1;167;
gebrauchte Eigentumswohnungen;4102;2007_2;138;
gebrauchte Eigentumswohnungen;4102;2007_3;156;
gebrauchte Eigentumswohnungen;4102;2007_4;203;
gebrauchte Eigentumswohnungen;4102;2008_1;212;88,031
gebrauchte Eigentumswohnungen;4102;2008_2;221;93,402
gebrauchte Eigentumswohnungen;4102;2008_3;162;95,814
gebrauchte Eigentumswohnungen;4102;2008_4;231;97,037
gebrauchte Eigentumswohnungen;4102;2009_1;191;95,534
gebrauchte Eigentumswohnungen;4102;2009_2;215;96,159
gebrauchte Eigentumswohnungen;4102;2009_3;222;98,052
gebrauchte Eigentumswohnungen;4102;2009_4;250;98,705
gebrauchte Eigentumswohnungen;4102;2010_1;264;100,000
gebrauchte Eigentumswohnungen;4102;2010_2;308;98,383
gebrauchte Eigentumswohnungen;4102;2010_3;239;96,639
gebrauchte Eigentumswohnungen;4102;2010_4;395;98,471
gebrauchte Eigentumswohnungen;4102;2011_1;177;104,692
gebrauchte Eigentumswohnungen;4102;2011_2;228;107,578
gebrauchte Eigentumswohnungen;4102;2011_3;293;104,893
gebrauchte Eigentumswohnungen;4102;2011_4;335;106,318
gebrauchte Eigentumswohnungen;4102;2012_1;317;109,910
gebrauchte Eigentumswohnungen;4102;2012_2;277;113,462
gebrauchte Eigentumswohnungen;4102;2012_3;389;115,343
gebrauchte Eigentumswohnungen;4102;2012_4;343;114,851
gebrauchte Eigentumswohnungen;4102;2013_1;272;114,128
gebrauchte Eigentumswohnungen;4102;2013_2;353;116,597
gebrauchte Eigentumswohnungen;4102;2013_3;352;120,962
gebrauchte Eigentumswohnungen;4102;2013_4;430;125,383
gebrauchte Eigentumswohnungen;4102;2014_1;267;122,932
gebrauchte Eigentumswohnungen;4102;2014_2;347;120,799
gebrauchte Eigentumswohnungen;4102;2014_3;350;125,328
gebrauchte Eigentumswohnungen;4102;2014_4;372;122,267
gebrauchte Eigentumswohnungen;4102;2015_1;418;120,440
gebrauchte Eigentumswohnungen;4102;2015_2;387;127,274
gebrauchte Eigentumswohnungen;4102;2015_3;334;131,953
gebrauchte Eigentumswohnungen;4102;2015_4;408;133,480
gebrauchte Eigentumswohnungen;4102;2016_1;329;137,831
gebrauchte Eigentumswohnungen;4102;2016_2;342;142,429
gebrauchte Eigentumswohnungen;4102;2016_3;346;142,233
gebrauchte Eigentumswohnungen;4102;2016_4;366;147,281
gebrauchte Eigentumswohnungen;4102;2017_1;406;150,720
gebrauchte Eigentumswohnungen;4102;2017_2;394;150,094
gebrauchte Eigentumswohnungen;4102;2017_3;314;149,229
gebrauchte Eigentumswohnungen;4102;2017_4;345;148,750
gebrauchte Eigentumswohnungen;4102;2018_1;334;145,617
gebrauchte Eigentumswohnungen;4102;2018_2;326;149,160
gebrauchte Eigentumswohnungen;4102;2018_3;308;158,276
gebrauchte Eigentumswohnungen;4102;2018_4;328;165,017
gebrauchte Eigentumswohnungen;4102;2019_1;308;
gebrauchte Eigentumswohnungen;4102;2019_2;;
gebrauchte Eigentumswohnungen;4102;2019_3;;
gebrauchte Eigentumswohnungen;4102;2019_4;;
gebrauchte Eigentumswohnungen;4102;2020_1;;
gebrauchte Eigentumswohnungen;4102;2020_2;;
gebrauchte Eigentumswohnungen;4102;2020_3;;
gebrauchte Eigentumswohnungen;4102;2020_4;;
gebrauchte Eigentumswohnungen;4102;2021_1;;
gebrauchte Eigentumswohnungen;4102;2021_2;;
gebrauchte Eigentumswohnungen;4102;2021_3;;
gebrauchte Eigentumswohnungen;4102;2021_4;;
gebrauchte Eigentumswohnungen;4103;2000_1;173;
gebrauchte Eigentumswohnungen;4103;2000_2;131;106,480
gebrauchte Eigentumswohnungen;4103;2000_3;135;105,275
gebrauchte Eigentumswohnungen;4103;2000_4;195;105,943
gebrauchte Eigentumswohnungen;4103;2001_1;140;108,800
gebrauchte Eigentumswohnungen;4103;2001_2;153;105,905
gebrauchte Eigentumswohnungen;4103;2001_3;164;104,293
gebrauchte Eigentumswohnungen;4103;2001_4;163;111,916
gebrauchte Eigentumswohnungen;4103;2002_1;153;120,350
gebrauchte Eigentumswohnungen;4103;2002_2;155;116,461
gebrauchte Eigentumswohnungen;4103;2002_3;135;110,953
gebrauchte Eigentumswohnungen;4103;2002_4;280;109,918
gebrauchte Eigentumswohnungen;4103;2003_1;109;105,087
gebrauchte Eigentumswohnungen;4103;2003_2;134;98,850
gebrauchte Eigentumswohnungen;4103;2003_3;173;97,725
gebrauchte Eigentumswohnungen;4103;2003_4;250;95,321
gebrauchte Eigentumswohnungen;4103;2004_1;185;93,834
gebrauchte Eigentumswohnungen;4103;2004_2;150;96,536
gebrauchte Eigentumswohnungen;4103;2004_3;158;99,987
gebrauchte Eigentumswohnungen;4103;2004_4;224;101,367
gebrauchte Eigentumswohnungen;4103;2005_1;162;101,534
gebrauchte Eigentumswohnungen;4103;2005_2;212;102,609
gebrauchte Eigentumswohnungen;4103;2005_3;211;102,355
gebrauchte Eigentumswohnungen;4103;2005_4;412;97,504
gebrauchte Eigentumswohnungen;4103;2006_1;202;90,924
gebrauchte Eigentumswohnungen;4103;2006_2;199;90,332
gebrauchte Eigentumswohnungen;4103;2006_3;249;93,660
gebrauchte Eigentumswohnungen;4103;2006_4;289;92,339
gebrauchte Eigentumswohnungen;4103;2007_1;215;89,461
gebrauchte Eigentumswohnungen;4103;2007_2;224;91,200
gebrauchte Eigentumswohnungen;4103;2007_3;189;93,545
gebrauchte Eigentumswohnungen;4103;2007_4;227;91,514
gebrauchte Eigentumswohnungen;4103;2008_1;216;90,390
gebrauchte Eigentumswohnungen;4103;2008_2;228;91,009
gebrauchte Eigentumswohnungen;4103;2008_3;179;90,395
gebrauchte Eigentumswohnungen;4103;2008_4;240;89,914
gebrauchte Eigentumswohnungen;4103;2009_1;225;93,739
gebrauchte Eigentumswohnungen;4103;2009_2;293;96,545
gebrauchte Eigentumswohnungen;4103;2009_3;301;94,209
gebrauchte Eigentumswohnungen;4103;2009_4;291;92,950
gebrauchte Eigentumswohnungen;4103;2010_1;277;100,000
gebrauchte Eigentumswohnungen;4103;2010_2;365;105,633
gebrauchte Eigentumswohnungen;4103;2010_3;344;102,763
gebrauchte Eigentumswohnungen;4103;2010_4;479;100,533
gebrauchte Eigentumswohnungen;4103;2011_1;247;101,854
gebrauchte Eigentumswohnungen;4103;2011_2;304;101,542
